url,country,Position,Leader
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],Pres.,Taneti MAAMAU
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],Vice Pres.,Kourabi NENEM
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],"Min. for Commerce, Industry, & Cooperatives",Tananei MAREA
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],"Min. for Communications, Transport, & Tourism Development",Willie TOKATAAKE
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],Min. for Education,Alexander TEABO
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],"Min. for Environment, Lands, & Agricultural Development",Tebao AWERIKA
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],Min. for Finance & Economic Development,"Teuea TOATU			, Dr."
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],Min. for Fisheries & Marine Resources Development,Tetabo NAKARA
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],Min. for Foreign Affairs & Immigration,Anote TONG
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],Min. for Health & Medical Services,Kobebe TETAUA
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],Min. for Internal Affairs,Atarake NATARA
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],Min. for Labor & Human Resource Development,Ruateki TEKAIARA
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],Min. for the Line & Phoenix Islands Development,Mikarite TEMARI
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],Min. for Public Works & Utilities,Kourabi NENEM
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],"Min. for Women, Youth, & Social Affairs",David COLLINS
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],Attorney Gen.,Natan Teewe BRECHTEFELD
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],Ambassador to the US,Teburoro TITO
https://www.cia.gov/library/publications/resources/world-leaders-1/KR.html,[u'Kiribati'],"Permanent Representative to the UN, New York",Teburoro TITO
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Eternal Pres.,KIM Il Sung
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Eternal Gen. Sec., Korean Workers' Party (KWP)",KIM Jong Il
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Chairman, KWP",KIM Jong Un
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Chmn., State Affairs Commission (SAC)",KIM Jong Un
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Chmn., SAC",CHOE Ryong Hae
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Chmn., SAC",HWANG Pyong So
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Chmn., SAC",PAK Pong Ju
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SAC",CHOE Pu Il
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SAC",KIM Ki Nam
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SAC",KIM Won Hong
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SAC",KIM Yong Chol
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SAC",PAK Yong Sik
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SAC",RI Man Gon
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SAC",RI Su Yong
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SAC",RI Yong Ho
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of State Security (under Kim Jong Un's direct control),JONG Kyong Thaek
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of People's Security (under Kim Jong Un's direct control),CHOE Pu Il
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Supreme Cdr., Korean People's Army (KPA)",KIM Jong Un
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of People's Armed Forces,NO Kwang Chol
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Dir., KPA General Political Bureau",HWANG Pyong So
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Chief, KPA General Staff Department",RI Myong Su
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Pres., Supreme People's Assembly (SPA) Presidium",KIM Yong Nam
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Pres., SPA Presidium",KIM Yong Dae
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Pres., SPA Presidium",YANG Hyong Sop
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Honorary Vice Pres., SPA Presidium",CHOE Yong Rim
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Honorary Vice Pres., SPA Presidium",KIM Yong Ju
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Sec. Gen., SPA Presidium",HONG Son Ok
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",CHANG Chun Sil
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",HYON Sang Ju
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",JON Kyong Nam
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",JON Yong Nam
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",JU Yong Gil
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",KANG Myong Chol
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",KANG Su Rin
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",KIM Jong Sun
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",KIM Wan Su
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",KIM Yang Gon
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",KIM Yong Chol
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",PAK Thae Song
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",PAK Myong Chol
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",RI Myong Gil
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",RYU Mi Yong
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Member, SPA Presidium",THAE Jong Su
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Chmn., SPA",CHOE Thae Bok
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Chmn., SPA",AN Tong Chun
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Chmn., SPA",RI Hye Jong
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Premier, Cabinet",PAK Pong Ju
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Premier, Cabinet",IM Chol Ung
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Premier, Cabinet",JON Kwang Ho
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Premier, Cabinet",KIM Tok Hun
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Premier, Cabinet",KO In Ho
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Premier, Cabinet",RI Ju O
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Premier, Cabinet",RI Mu Yong
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Premier, Cabinet",RI Ryong Nam
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Premier, Cabinet",RO Tu Chol
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Vice Premier, Cabinet",TONG Jong Ho
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Sec. Gen., Cabinet Secretariat",KIM Yong Ho
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Agriculture,KO In Ho
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Atomic Energy Industry,WANG Chang Uk
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Chemical Industry,JANG Kil Ryong
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Coal Industry,MUN Myong Hak
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Commerce,KIM Kyong Nam
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Common Education,KIM Sung Du
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Construction & Building-Materials Industries,TONG Jong Ho
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Culture,PAK Chun Nam
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Electric Power Industry,KIM Man Su
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Electronics Industry,KIM Jae Song
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of External Economic Relations,KIM Yong Jae
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Finance,KI Kwang Ho
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Fisheries,SONG Chun Sop
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Food & Consumer Goods Industries,JO Yong Chol
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Food Procurement & Admin.,MUN Ung Jo
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Foreign Affairs,RI Yong Ho
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Forestry,HAN Ryong Guk
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Higher Education,THAE Hyong Chol
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Labor,JONG Yong Su
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Land & Environmental Protection,KIM Kyong Jun
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Land & Maritime Transport,KANG Jong Gwan
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Light Industry,CHOE Il Ryong
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Machine-Building Industry,RI Jong Guk
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Metallurgical Industry,KIM Chung Gol
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Mining Industry,RI Hak Chol
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Oil Industry,PAE Hak
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Physical Culture & Sports,KIM Il Guk
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Post & Telecommunications,KIM Kwang Chol
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Public Health,JANG Jun Sang
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Railways,JANG Hyok
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of State Construction Control,KWON Song Ho
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of State Natural Resources Development,RI Chun Sam
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']",Min. of Urban Management,KANG Yong Su
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Chmn., Capital City Construction Commission",JO Sok Ho
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Chmn., Education Commission",KIM Sung Du
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Chmn., State Commission of Quality Management",RI Chol Jin
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Chmn., State Inspection Commission",
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Chmn., State Physical Culture and Sports Guidance Committee",CHOE Ryong Hae
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Chmn., State Planning Commission",RO Tu Chol
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Chmn., State Price Commission",RYANG Ui Gyong
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Chmn., State Science & Technology Commission",RI Chung Gil
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Dir., Central Statistics Bureau",CHOE Sung Ho
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Pres., State Academy of Sciences",JANG Chol
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Pres., Central Bank",KIM Chon Gyun
https://www.cia.gov/library/publications/resources/world-leaders-1/KN.html,"[u'Korea, North', u' - NDE']","Permanent Representative to the UN, New York",JA Song Nam
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Pres.,Nursultan NAZARBAYEV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Prime Min.,Bakytzhan SAGINTAYEV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],First Dep. Prime Min.,Askar MAMIN
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Dep. Prime Min.,Yerbolat DOSAYEV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Dep. Prime Min.,Umirzak SHUKEYEV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Dep. Prime Min.,Askar ZHUMAGALIYEV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Agriculture,Umirzak SHUKEYEV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Culture & Sport,Arystanbek MUKHAMEDIULY
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Defense,"Saken ZHASUZAKOV			, Col. Gen."
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Defense & Aerospace Industry,Beybut ATAMKULOV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Education & Science,Yerlan SAGADIYEV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Energy,Kanat BOZUMBAYEV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Finance,Bakhyt SULTANOV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Foreign Affairs,Kayrat ABDRAKHMANOV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Health,Yelzhan BIRTANOV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Information & Communications,Dauren ABAYEV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Internal Affairs,Kalmukhanbet KASYMOV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Investment & Development,Zhenis KASSYMBEK
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Justice,Marat BEKETAYEV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Labor & Social Protection of the Population,Madina ABYLKASYMOVA
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of National Economy,Timur SULEYMENOV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Min. of Religious & Civil Society Affairs,Darkhan KALETAYEV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],"Sec., Security Council",Nurlan YERMEKBAYEV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],"Chmn., Ctte. for National Security (KNB)",Karim MASIMOV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Prosecutor Gen.,Kayrat KOZHAMZHAROV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],"Chmn., National Bank",Daniyar AKISHEV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],Ambassador to the US,Yerzhan KAZYKHANOV
https://www.cia.gov/library/publications/resources/world-leaders-1/KZ.html,[u'Kazakhstan'],"Permanent Representative to the UN, New York",Kayrat UMAROV
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],King,ABDALLAH II
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Prime Min.,Omar al-RAZZAZ
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Agriculture,Khaled HUNEIFAT
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Awqaf,Wael ARABIYAT
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Culture,Nabih SHOQUM
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Defense,Hani MULKI
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Education,
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Energy & Mineral Resources,Saleh KHARABSHEH
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of the Environment,Yaseen KHAYYAT
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Finance,Omar MALHAS
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Foreign Affairs & Expatriate Affairs,Ayman al-SAFADI
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Health,Mahmoud SHEYAB
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Higher Education & Scientific Research,Adel TWEISI
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Information & Communication Technology,Majd SHWEIKAH
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],"Min. of Industry, Trade, & Supply Education",Yarub QUDAH
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Interior,Ghalib al-ZUBI
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Justice,Awad MASHAGBEH
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Labor,Ali GHEZAWI
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Municipal Affairs,Walid MASRI
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Planning & Intl. Cooperation,Imad FAKHOURY
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Political & Parliamentary Affairs,Musa MAAYTAH
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Public Works & Housing,Sami HALASEH
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Social Development,Hala Bsaisu LATTOUF
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Tourism,Lina ENNAB
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Transport,Jamil Ali MUJAHED
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Water & Irrigation,Hazem NASSER
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of Youth,Hadithah al-KURAYSHAH
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of State for Investment Affairs & Chmn. of the Jordan Investment Commission,Muhannad SHEHADAH
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of State for Legal Affairs,Bashir Hani al-KHAWAWNEH
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of State for Media Affairs & Communication,Mohammad MOMANI
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Min. of State for Prime-Ministry Affairs,Mamdu al-ABBADI
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],"Governor, Central Bank of Jordan",Ziad FARIZ
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],Ambassador to the US,Dina KAWAR
https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,[u'Jordan'],"Permanent Representative to the UN, New York",Sima BAHOUS
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Emperor,AKIHITO
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Prime Min.,Shinzo ABE
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Dep. Prime Min.,Taro ASO
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Chief Cabinet Sec.,Yoshihide SUGA
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],"Min. of Agriculture, Forestry, & Fisheries",Ken SAITO
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Min. of Defense,Itsunori ONODERA
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],"Min. of Economy, Trade, & Industry",Hiroshige SEKO
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],"Min. of Education, Culture, Sports, Science, & Technology",Yoshimasa HAYASHI
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Min. of the Environment,Masaharu NAKAGAWA
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Min. of Finance,Taro ASO
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Min. of Foreign Affairs,Taro KONO
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],"Min. of Health, Labor, & Welfare",Katsunobu KATO
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Min. of Justice,Yoko KAMIKAWA
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],"Min. of Land, Infrastructure, Transport, & Tourism",Keiichi ISHII
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Min. of Reconstruction,Masayoshi YOSHINO
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Min. in Charge of the Abduction Issue,Katsunobu KATO
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Min. in Charge of Admin. Reform,Hiroshi KAJIYAMA
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Min. in Charge of Building National Resilience,Hachiro OKONOGI
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Min. in Charge of Civil Service Reform,Hiroshi KAJIYAMA
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],Min. in Charge of Comprehensive Policy Coordination for Revival From the Nuclear Accident at Fukushima,Masayoshi YOSHINO
https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,[u'Japan'],"Min. in Charge of ""Cool Japan"" Strategy",Masaji MATSUYAMA
