url,country,Position,Leader
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Pres.,Ashraf GHANI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],CEO,"Abdullah ABDULLAH			, Dr."
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],First Vice Pres.,Abdul Rashid DOSTAM
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Second Vice Pres.,Sarwar DANESH
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],First Deputy CEO,Khyal Mohammad KHAN
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Second Deputy CEO,Mohammad MOHAQQEQ
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],"Min. of Agriculture, Irrigation, & Livestock",Nasir Ahmad DURRANI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Border & Tribal Affairs,Gul Agha SHERZAI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Commerce & Industry,Homayoun RASA
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Counternarcotics,Salamat AZIMI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Defense,Tariq Shah BAHRAMI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Economy,Mohammad Mustafa MASTOOR
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Education,Mohammad Ibrahim SHINWARI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Energy & Water,Ali Ahmad OSMANI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Finance,Eklil Ahmad HAKIMI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Foreign Affairs,Salahuddin RABBANI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Hajj & Islamic Affairs,Faiz Mohammad OSMANI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Higher Education,Najibullah Khwaja OMARI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Information & Culture,Mohammad Rasul BAWARI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Interior,Wais Ahmad BARMAK
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Justice,Abdul Basir ANWAR
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],"Min. of Martyred, Disabled, Labor, & Social Affairs",Faizullah ZAKI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Mines & Petroleum,
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Parliamentary Affairs,Faruq WARDAK
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Public Health,Ferozuddin FEROZ
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Public Works,Yama YARI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Refugees & Repatriation,Sayed Hussain Alemi BALKHI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Rural Rehabilitation & Development,Mujib Rahman KARIMI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Telecommunication & Information Technology,Shahzad Gul ARYUBI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Tourism,Ghulam Nabi FARAHI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Transportation & Civil Aviation,Mohammad Hamid TAHMASI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Urban Development,Sayed Sadat NADERI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Min. of Women's Affairs,Dilbar NAZARI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Attorney General,Mohammad Farid HAMIDI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],National Security Adviser,Mohammad Hanif ATMAR
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],"Dir. Gen., National Directorate of Security",Mohammad Masoom STANEKZAI
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],"Dir. Gen., Independent Directorate for Local Governance",Abdul Matin BEK
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],"Governor, Da Afghanistan Bank",Khalilullah SEDIQ
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],Ambassador to the US,Hamdullah MOHIB
https://www.cia.gov/library/publications/resources/world-leaders-1/AF.html,[u'Afghanistan'],"Permanent Representative to the UN, New York",Mahmood SAIKAL
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Sultan,"HASSANAL Bolkiah			, Sir"
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Prime Min.,"HASSANAL Bolkiah			, Sir"
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Senior Min. in the Prime Min.'s Office,"Al-Muhtadee BILLAH			, Crown Prince"
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Special Adviser and Min. at the Prime Min.'s Office,Laila Utama ISA bin Ibrahim
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Min. of Communications,Abdul MUTALIB bin Yusof
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],"Min. of Culture, Youth, & Sports",AMINUDDIN Ihsan Abidin
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Min. of Defense,"HASSANAL Bolkiah			, Sir"
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Min. of Development,SUHAIMI bin Gafar
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Min. of Education,HAMZAH bin Sulaiman
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Min. of Energy & Industry at the Prime Min.'s Office,MAT SUNY bin Hussein
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Min. of Finance,"HASSANAL Bolkiah			, Sir"
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Min. of Finance II,AMIN Liew bin Abdullah
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Min. of Foreign Affairs & Trade,"HASSANAL Bolkiah			, Sir"
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Min. of Foreign Affairs & Trade II & Min. at the Prime Min.'s Office,ERYWAN Yusof
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Min. of Health,ISHAM bin Jaafar
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Min. of Home Affairs,Awang ABU BAKAR bin Apong
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Min. of Primary Resources & Tourism,ALI bin Haji Apong
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Min. of Religious Affairs,BADARUDDIN bin Othman
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],Ambassador to the US,SERBINI Ali
https://www.cia.gov/library/publications/resources/world-leaders-1/BX.html,[u'Brunei'],"Permanent Representative to the UN, New York",Abdul Ghafar ISMAIL
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Pres.,Michel Miguel Elias TEMER Lulia
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Vice Pres.,
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Chief of the Civilian Household of the Presidency,Eliseu PADILHA
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],"Min. of Agriculture, Livestock, & Supply",Blairo MAGGI
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Cities,Alexandre BALDY
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Culture,Sergio SA LEITAO
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Defense,Joaquim SILVA E LUNA
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Education,Rossieli SOARES da Silva
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of the Environment,Edson DUARTE
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Finance,Eduardo GUARDIA
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Foreign Relations,Aloysio NUNES
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Health,Gilberto OCCHI
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Human Rights,Gustavo do Vale ROCHA
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],"Min. of Industry, External Commerce, & Services",Marcos JORGE de Lima
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Justice,Torquato JARDIM
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Labor,Helton YOMURA
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Mines & Energy,Moreira FRANCO
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of National Integration,Antonio de PADUA de Deus Andrade
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],"Min. of Planning, Budget, & Management",Esteves COLGAGO
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Public Security,Raul JUNGMANN
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],"Min. of Science, Technology, Innovation, & Communications",Gilberto KASSAB
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Social Development & Agrarian Development,Alberto BELTRAME
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Sports,Leandro Crus FROES da Silva
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Min. of Tourism,Vinicius LUMMERTZ
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],"Min. of Transparency, Monitoring, & Control",Wagner de Campos ROSARIO
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],"Min. of Transportation, Ports, & Civil Aviation",Valter CASIMIRO Silveira
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Sec. Gen.,Joaquim LIMA
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Sec. of Government,Carlos MARUN
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],"Head, Office of the Solicitor Gen.",Grace Marie MENDONCA
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],"Pres., Central Bank",Ilan GOLDFAJN
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],Ambassador to the US,Sergio AMARAL
https://www.cia.gov/library/publications/resources/world-leaders-1/BR.html,[u'Brazil'],"Permanent Representative to the UN, New York",Mauro Luiz Iecker VIEIRA
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Pres.,Paul BIYA
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Prime Min.,Philemon YANG
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Dep. Prime Min.,Amadou ALI
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Dep. Prime Min.,Jean NKUETE
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Sec. Gen. of the Presidency,Ferdinand N'GOH N'GOH
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min.-Del. at the Presidency in Charge of Defense,Joseph Beti ASSOMO
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min.-Del. at the Presidency in Charge of the Supreme State Audit Bench,Mba Acha FOMUNDAM
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. in Charge of Special Duties at the Presidency,Victor MENGOT
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. in Charge of Special Duties at the Presidency,Hamadou MUSTAPHA
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. in Charge of Special Duties at the Presidency,Joseph Ndio NGUTE
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. in Charge of Special Duties at the Presidency,Rene Emmanuel SADI
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Agriculture & Rural Development,Henri Eyebe AYISSI
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Arts & Culture,Narcisse Mouelle KOMBI
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Basic Education,Youssouf Adidja ALIM
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Civil Service & Admin. Reform,Michel Ange ANGOUIN
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Commerce,Luc Magloire MBARGA ATANGANA
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Communication,Issa Tchiroma BAKARY
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Decentralization & Local Development,George Obam ELANGA
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],"Min. of Economy, Planning, & Regional Development",Alamine Ousmane MEY
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Employment & Professional Training,Zacharie PEREVET
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Environment & Nature Protection,Pierre HELE
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of External Relations,Lejeune MBELLA MBELLA
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Finance,Louis-Paul MOTAZE
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Forestry & Wildlife,Jules Doret NDONGO
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Higher Education,Jacques Fame NDONGO
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Justice & Keeper of the Seals,Laurent ESSO
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Labor & Social Insurance,Gregroire OWONA
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Land Tenure & State Property,Jacqueline Koung A BISSIKE
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Livestock & Fisheries,Aboubakary SARKI
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Mines & Technological Development,Ernest NGWABOUBOU
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of National Education,Alim YOUSSOUF
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Posts & Telecommunications,Minette Libom Li LIKENG
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Public Health,Andre Mama FOUDA
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Public Service,Joseph LE
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Scientific Research & Innovation,Madeleine TCHUENTE
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Secondary Education,Pauline Lyonga NALOVA
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Social Affairs,Pauline Irene NGUENE
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Sports & Physical Education,Bidoung Mkpatt Pierre ISMAEL
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Territorial Admin.,Paul Atanga NJI
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Tourism,Baba HAMADOU
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Transport,Jean Ernest Massena Ngalle BIBEHE
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Urban Development & Housing,Colbert TCHATAT
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Water & Energy,George Essomba ELOUNDA
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Women & Family Protection,Marie Theresa Abena ONDOA
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Min. of Youth & Civic Education,Mounouna FOUTSOU
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Sec. of State for the Gendarmerie,Landry ETOGA
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Sec. of State for Public Works,Armand NJODOM
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],"Governor, Central Bank",Philibert ANDZEMBE
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],Ambassador to the US,Henri ETOUNDI Essomba
https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,[u'Cameroon'],"Permanent Representative to the UN, New York",Michel Tommo MONTHE
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Pres.,WIN MYINT
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],State Counselor,AUNG SAN SUU KYI
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Vice Pres.,MYINT SWE
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Vice Pres.,HENRY VAN THIO
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],"Min. of Agriculture, Livestock Breeding, & Irrigation","AUNG THU			, Dr."
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Border Affairs,"YE AUNG			, Lt. Gen."
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Commerce,"THAN MYINT			, Dr."
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Construction,HAN ZAW
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Defense,"SEIN WIN			, Lt. Gen."
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Education,MYO THEIN GYI
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Electric Power & Energy,WIN KHAING
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Ethnic Affairs,NAING THET LWIN
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Foreign Affairs,AUNG SAN SUU KYI
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Health & Sports,MYINT HTWE
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Home Affairs,"KYAW SWE			, Lt. Gen."
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Hotels & Tourism,OHN MAUNG
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Industry,KHIN MAUNG CHO
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Information,PE MYINT
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of International Cooperation,KYAW TIN
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],"Min. of Labor, Immigration, & Population",THEIN SWE
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Natural Resources & Environmental Conservation,OHN WIN
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. in the Office of the State Counselor,KYAW TINT SWE
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of the Office of the Union Govt.,THAUNG TUN
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Planning & Finance,KYAW WIN
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Religious Affairs & Culture,AUNG KO
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],"Min. of Social Welfare, Relief, & Resettlement",WIN MYAT AYE
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. of Transportation & Communications,THANT SIN MAUNG
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Min. in the Office of the Pres.,AUNG SAN SUU KYI
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],"Governor, Central Bank of Burma",KYAW KYAW MAUNG
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],Ambassador to the US,AUNG LYNN
https://www.cia.gov/library/publications/resources/world-leaders-1/BM.html,[u'Burma'],"Permanent Representative to the UN, New York",HAU DO SUAN
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],King,Norodom  SIHAMONI
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Prime Min.,HUN SEN
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Permanent Dep. Prime Min.,MEN SAM AN
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Dep. Prime Min.,BIN CHHIN
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Dep. Prime Min.,HOR NAMHONG
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Dep. Prime Min.,KE KIMYAN
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Dep. Prime Min.,KEAT CHHON
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Dep. Prime Min.,NHEK BUNCHHAY
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Dep. Prime Min.,SAR KHENG
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Dep. Prime Min.,"TEA BANH			, Gen."
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Dep. Prime Min.,YIM CHHAI LY
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of the Office of the Council of Ministers (Acting),BIN CHHIN
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],"Min. of Agriculture, Forestry, & Fisheries",VENG SAKHON
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Commerce,PAN SORASAK
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Cults & Religious Affairs,HIM CHHEM
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Culture & Fine Arts,PHOEUNG SAKONA
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Economy & Finance,AUN PORN MONIROTH
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],"Min. of Education, Youth, & Sport",HANG CHUON NARON
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Environment,SAY SAMAL
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Foreign Affairs & Intl. Cooperation,PRAK SOKHON
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Health,MAM BUN HENG
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],"Min. of Industry, Mines, & Energy",CHAM PRASIDH
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Information,KHIEU KANHARITH
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Interior,SAR KHENG
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Justice,ANG VONG VATTANA
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Labor & Vocational Training,ITH SAM HENG
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],"Min. of Land Management, Urbanization, & Construction",CHEA SOPHARA
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of National Defense,"TEA BANH			, Gen."
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Planning,CHHAY THAN
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Posts & Telecommunications,TRAM IV TEUK
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Public Works & Transportation,SUN CHANTHOL
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],"Min. of Relations With the National Assembly, Senate, & Inspection",MEN SAM AN
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Rural Development,OUK RABUN
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],"Min. of Social Affairs, War Veterans, & Youth Rehabilitation",VORNG SAUT
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Tourism,THONG KHON
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Water Resources & Meteorology,LIM KEAN-HAO
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Min. of Women's Affairs,"Ing Kantha PHAVI			, Dr."
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],"Governor, State Bank",CHEA CHANTO
https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,[u'Cambodia'],Ambassador to the US,CHUM BUN RONG
